customer_key,user_id,region,primary_device,first_touch_date,last_touch_date,total_touchpoints,conversion_flag,conversion_date,revenue,channel,campaign,first_touch_date_quarter,first_touch_date_month_name,first_touch_date_day_name,first_touch_date_day_of_week,first_touch_date_week,first_touch_date_hour,first_touch_date_is_weekend,last_touch_date_quarter,last_touch_date_month_name,last_touch_date_day_name,last_touch_date_day_of_week,last_touch_date_week,last_touch_date_hour,last_touch_date_is_weekend,conversion_date_quarter,conversion_date_month_name,conversion_date_day_name,conversion_date_day_of_week,conversion_date_week,conversion_date_hour,conversion_date_is_weekend
7065,U07065,North America,Tablet,2025-04-01 19:06:34+00:00,2025-04-13 02:06:00+00:00,6,False,,0.0,Google Ads,Competitor Search,2,April,Tuesday,1,14,19,False,2,April,Sunday,6,15,2,True,,,,,,,False
7066,U07066,Asia Pacific,Mobile,2025-05-14 16:52:14+00:00,2025-05-16 20:52:14+00:00,3,False,,0.0,Organic,Organic Landing,2,May,Wednesday,2,20,16,False,2,May,Friday,4,20,20,False,,,,,,,False
7067,U07067,North America,Desktop,2025-04-22 06:42:59+00:00,2025-05-05 18:42:59+00:00,5,True,2025-05-06 08:42:59+00:00,871.32,Organic,SEO Blog,2,April,Tuesday,1,17,6,False,2,May,Monday,0,19,18,False,2.0,May,Tuesday,1.0,19,8.0,False
7068,U07068,North America,Mobile,2025-06-21 04:05:28+00:00,2025-07-03 18:05:00+00:00,6,False,,0.0,Google Ads,Competitor Search,2,June,Saturday,5,25,4,True,3,July,Thursday,3,27,18,False,,,,,,,False
7069,U07069,South America,Desktop,2025-02-23 20:09:00+00:00,2025-03-05 17:09:00+00:00,5,True,2025-03-07 06:09:00+00:00,631.81,Google Ads,Competitor Search,1,February,Sunday,6,8,20,True,1,March,Wednesday,2,10,17,False,1.0,March,Friday,4.0,10,6.0,False
7070,U07070,South America,Desktop,2025-02-04 12:39:00+00:00,2025-02-15 15:39:41+00:00,5,False,,0.0,Facebook Ads,Retargeting,1,February,Tuesday,1,6,12,False,1,February,Saturday,5,7,15,True,,,,,,,False
7071,U07071,South America,Mobile,2025-02-01 17:25:23+00:00,2025-02-14 12:25:00+00:00,4,False,,0.0,Google Ads,Generic Search,1,February,Saturday,5,5,17,True,1,February,Friday,4,7,12,False,,,,,,,False
7072,U07072,Europe,Tablet,2025-03-28 19:48:42+00:00,2025-04-01 16:48:42+00:00,3,False,,0.0,Facebook Ads,Lookalike Audience,1,March,Friday,4,13,19,False,2,April,Tuesday,1,14,16,False,,,,,,,False
7073,U07073,Europe,Desktop,2025-03-16 07:39:00+00:00,2025-03-18 20:39:00+00:00,3,False,,0.0,Tiktok Ads,Influencer Push,1,March,Sunday,6,11,7,True,1,March,Tuesday,1,12,20,False,,,,,,,False
7074,U07074,South America,Mobile,2025-06-27 13:52:51+00:00,2025-07-03 20:52:51+00:00,4,False,,0.0,Google Ads,Brand Search,2,June,Friday,4,26,13,False,3,July,Thursday,3,27,20,False,,,,,,,False
7075,U07075,Europe,Tablet,2025-06-12 20:05:06+00:00,2025-06-21 21:05:00+00:00,4,False,,0.0,Facebook Ads,Winter Sale,2,June,Thursday,3,24,20,False,2,June,Saturday,5,25,21,True,,,,,,,False
7076,U07076,Europe,Tablet,2025-02-17 02:24:00+00:00,2025-02-27 02:24:00+00:00,5,True,2025-02-27 17:24:00+00:00,77.58,Tiktok Ads,Influencer Push,1,February,Monday,0,8,2,False,1,February,Thursday,3,9,2,False,1.0,February,Thursday,3.0,9,17.0,False
7077,U07077,Asia Pacific,Tablet,2025-01-19 02:28:02+00:00,2025-01-23 17:28:02+00:00,2,False,,0.0,Google Ads,Brand Search,1,January,Sunday,6,3,2,True,1,January,Thursday,3,4,17,False,,,,,,,False
7078,U07078,Asia Pacific,Tablet,2025-06-28 09:19:45+00:00,2025-07-05 15:19:45+00:00,3,True,2025-07-07 07:19:45+00:00,978.75,Tiktok Ads,Awareness Blast,2,June,Saturday,5,26,9,True,3,July,Saturday,5,27,15,True,3.0,July,Monday,0.0,28,7.0,False
7079,U07079,South America,Tablet,2025-03-17 12:00:15+00:00,2025-04-01 02:00:15+00:00,6,False,,0.0,Google Ads,Brand Search,1,March,Monday,0,12,12,False,2,April,Tuesday,1,14,2,False,,,,,,,False
7080,U07080,South America,Tablet,2025-04-11 20:26:21+00:00,2025-04-24 09:26:00+00:00,6,False,,0.0,Organic,Organic Landing,2,April,Friday,4,15,20,False,2,April,Thursday,3,17,9,False,,,,,,,False
7081,U07081,South America,Tablet,2025-04-22 15:44:00+00:00,2025-04-23 07:44:32+00:00,2,False,,0.0,Google Ads,Brand Search,2,April,Tuesday,1,17,15,False,2,April,Wednesday,2,17,7,False,,,,,,,False
7082,U07082,Asia Pacific,Desktop,2025-05-11 00:30:00+00:00,2025-05-17 03:30:21+00:00,4,False,,0.0,Facebook Ads,Winter Sale,2,May,Sunday,6,19,0,True,2,May,Saturday,5,20,3,True,,,,,,,False
7083,U07083,North America,Mobile,2025-06-03 19:45:29+00:00,2025-06-08 00:45:29+00:00,4,False,,0.0,Organic,Organic Landing,2,June,Tuesday,1,23,19,False,2,June,Sunday,6,23,0,True,,,,,,,False
7084,U07084,Europe,Mobile,2025-03-25 22:45:00+00:00,2025-04-14 02:45:27+00:00,7,False,,0.0,Organic,Organic Landing,1,March,Tuesday,1,13,22,False,2,April,Monday,0,16,2,False,,,,,,,False
7085,U07085,South America,Tablet,2025-03-14 12:27:27+00:00,2025-03-27 17:27:27+00:00,7,False,,0.0,Facebook Ads,Retargeting,1,March,Friday,4,11,12,False,1,March,Thursday,3,13,17,False,,,,,,,False
7086,U07086,North America,Desktop,2025-05-02 15:37:49+00:00,2025-05-03 01:37:49+00:00,2,False,,0.0,Tiktok Ads,Influencer Push,2,May,Friday,4,18,15,False,2,May,Saturday,5,18,1,True,,,,,,,False
7087,U07087,Asia Pacific,Mobile,2025-05-26 17:04:00+00:00,2025-06-03 18:04:33+00:00,5,False,,0.0,Tiktok Ads,Influencer Push,2,May,Monday,0,22,17,False,2,June,Tuesday,1,23,18,False,,,,,,,False
7088,U07088,Europe,Desktop,2025-05-16 09:45:01+00:00,2025-05-22 07:45:00+00:00,4,False,,0.0,Organic,SEO Blog,2,May,Friday,4,20,9,False,2,May,Thursday,3,21,7,False,,,,,,,False
7089,U07089,North America,Tablet,2025-01-19 23:25:34+00:00,2025-01-30 05:25:34+00:00,4,False,,0.0,Organic,SEO Blog,1,January,Sunday,6,3,23,True,1,January,Thursday,3,5,5,False,,,,,,,False
7090,U07090,Asia Pacific,Desktop,2025-06-14 08:59:18+00:00,2025-06-22 15:59:18+00:00,5,False,,0.0,Organic,SEO Blog,2,June,Saturday,5,24,8,True,2,June,Sunday,6,25,15,True,,,,,,,False
7091,U07091,Europe,Tablet,2025-05-11 06:18:00+00:00,2025-05-13 19:18:35+00:00,2,False,,0.0,Organic,Organic Landing,2,May,Sunday,6,19,6,True,2,May,Tuesday,1,20,19,False,,,,,,,False
7092,U07092,Europe,Mobile,2025-01-09 15:02:03+00:00,2025-01-19 09:02:03+00:00,5,False,,0.0,Organic,SEO Blog,1,January,Thursday,3,2,15,False,1,January,Sunday,6,3,9,True,,,,,,,False
7093,U07093,Asia Pacific,Tablet,2025-04-13 00:40:59+00:00,2025-04-17 21:40:00+00:00,4,False,,0.0,Facebook Ads,Winter Sale,2,April,Sunday,6,15,0,True,2,April,Thursday,3,16,21,False,,,,,,,False
7094,U07094,Europe,Tablet,2025-02-09 07:31:37+00:00,2025-02-15 19:31:37+00:00,5,False,,0.0,Facebook Ads,Lookalike Audience,1,February,Sunday,6,6,7,True,1,February,Saturday,5,7,19,True,,,,,,,False
7095,U07095,South America,Tablet,2025-04-10 03:34:02+00:00,2025-04-20 01:34:02+00:00,5,False,,0.0,Google Ads,Competitor Search,2,April,Thursday,3,15,3,False,2,April,Sunday,6,16,1,True,,,,,,,False
7096,U07096,North America,Tablet,2025-05-01 21:49:15+00:00,2025-05-18 12:49:00+00:00,7,True,2025-05-18 23:49:00+00:00,350.59,Tiktok Ads,Awareness Blast,2,May,Thursday,3,18,21,False,2,May,Sunday,6,20,12,True,2.0,May,Sunday,6.0,20,23.0,True
7097,U07097,Asia Pacific,Desktop,2025-06-26 09:47:57+00:00,2025-07-08 11:47:57+00:00,6,False,,0.0,Organic,SEO Blog,2,June,Thursday,3,26,9,False,3,July,Tuesday,1,28,11,False,,,,,,,False
7098,U07098,Europe,Desktop,2025-02-21 21:49:00+00:00,2025-03-08 16:49:00+00:00,7,False,,0.0,Organic,Organic Landing,1,February,Friday,4,8,21,False,1,March,Saturday,5,10,16,True,,,,,,,False
7099,U07099,South America,Tablet,2025-03-09 09:00:00+00:00,2025-03-21 16:00:09+00:00,6,False,,0.0,Facebook Ads,Retargeting,1,March,Sunday,6,10,9,True,1,March,Friday,4,12,16,False,,,,,,,False
7100,U07100,North America,Mobile,2025-06-17 18:24:12+00:00,2025-06-24 05:24:12+00:00,5,True,2025-06-25 07:24:12+00:00,517.18,Google Ads,Competitor Search,2,June,Tuesday,1,25,18,False,2,June,Tuesday,1,26,5,False,2.0,June,Wednesday,2.0,26,7.0,False
7101,U07101,Asia Pacific,Desktop,2025-04-08 10:32:41+00:00,2025-04-23 15:32:00+00:00,8,False,,0.0,Google Ads,Brand Search,2,April,Tuesday,1,15,10,False,2,April,Wednesday,2,17,15,False,,,,,,,False
7102,U07102,Asia Pacific,Tablet,2025-05-22 09:20:58+00:00,2025-05-29 15:20:00+00:00,4,False,,0.0,Tiktok Ads,Influencer Push,2,May,Thursday,3,21,9,False,2,May,Thursday,3,22,15,False,,,,,,,False
7103,U07103,Europe,Mobile,2025-01-14 07:05:03+00:00,2025-01-26 13:05:03+00:00,8,False,,0.0,Facebook Ads,Winter Sale,1,January,Tuesday,1,3,7,False,1,January,Sunday,6,4,13,True,,,,,,,False
7104,U07104,North America,Desktop,2025-01-17 09:56:00+00:00,2025-01-22 17:56:00+00:00,3,False,,0.0,Organic,Organic Landing,1,January,Friday,4,3,9,False,1,January,Wednesday,2,4,17,False,,,,,,,False
7105,U07105,South America,Desktop,2025-04-22 15:34:54+00:00,2025-05-04 13:34:00+00:00,5,False,,0.0,Organic,Organic Landing,2,April,Tuesday,1,17,15,False,2,May,Sunday,6,18,13,True,,,,,,,False
7106,U07106,Europe,Mobile,2025-06-05 07:23:53+00:00,2025-06-13 12:23:53+00:00,5,False,,0.0,Google Ads,Generic Search,2,June,Thursday,3,23,7,False,2,June,Friday,4,24,12,False,,,,,,,False
7107,U07107,North America,Tablet,2025-02-18 13:24:00+00:00,2025-02-23 10:24:03+00:00,5,False,,0.0,Organic,SEO Blog,1,February,Tuesday,1,8,13,False,1,February,Sunday,6,8,10,True,,,,,,,False
7108,U07108,Asia Pacific,Mobile,2025-04-22 23:16:00+00:00,2025-05-01 18:16:14+00:00,7,True,2025-05-04 09:16:14+00:00,335.11,Tiktok Ads,UGC Campaign,2,April,Tuesday,1,17,23,False,2,May,Thursday,3,18,18,False,2.0,May,Sunday,6.0,18,9.0,True
7109,U07109,Asia Pacific,Desktop,2025-02-14 03:45:11+00:00,2025-02-18 17:45:11+00:00,3,True,2025-02-20 08:45:11+00:00,604.72,Facebook Ads,Retargeting,1,February,Friday,4,7,3,False,1,February,Tuesday,1,8,17,False,1.0,February,Thursday,3.0,8,8.0,False
7110,U07110,Europe,Desktop,2025-06-21 22:57:09+00:00,2025-06-24 15:57:00+00:00,2,False,,0.0,Google Ads,Brand Search,2,June,Saturday,5,25,22,True,2,June,Tuesday,1,26,15,False,,,,,,,False
7111,U07111,South America,Tablet,2025-02-01 07:40:00+00:00,2025-02-05 16:40:46+00:00,2,False,,0.0,Organic,SEO Blog,1,February,Saturday,5,5,7,True,1,February,Wednesday,2,6,16,False,,,,,,,False
7112,U07112,Europe,Desktop,2025-06-23 13:23:00+00:00,2025-07-06 05:23:39+00:00,6,True,2025-07-08 20:23:39+00:00,466.2,Google Ads,Brand Search,2,June,Monday,0,26,13,False,3,July,Sunday,6,27,5,True,3.0,July,Tuesday,1.0,28,20.0,False
7113,U07113,Europe,Tablet,2025-06-01 07:42:59+00:00,2025-06-12 11:42:59+00:00,6,False,,0.0,Organic,SEO Blog,2,June,Sunday,6,22,7,True,2,June,Thursday,3,24,11,False,,,,,,,False
7114,U07114,North America,Tablet,2025-05-31 19:29:00+00:00,2025-06-08 17:29:00+00:00,6,False,,0.0,Google Ads,Competitor Search,2,May,Saturday,5,22,19,True,2,June,Sunday,6,23,17,True,,,,,,,False
7115,U07115,South America,Mobile,2025-06-10 11:29:00+00:00,2025-06-15 02:29:30+00:00,5,True,2025-06-17 15:29:30+00:00,609.26,Facebook Ads,Retargeting,2,June,Tuesday,1,24,11,False,2,June,Sunday,6,24,2,True,2.0,June,Tuesday,1.0,25,15.0,False
7116,U07116,South America,Desktop,2025-06-09 13:35:00+00:00,2025-06-15 12:35:00+00:00,5,False,,0.0,Tiktok Ads,UGC Campaign,2,June,Monday,0,24,13,False,2,June,Sunday,6,24,12,True,,,,,,,False
7117,U07117,North America,Tablet,2025-06-15 04:17:01+00:00,2025-06-26 03:17:01+00:00,7,False,,0.0,Tiktok Ads,UGC Campaign,2,June,Sunday,6,24,4,True,2,June,Thursday,3,26,3,False,,,,,,,False
7118,U07118,Asia Pacific,Tablet,2025-04-02 14:50:00+00:00,2025-04-06 06:50:28+00:00,2,False,,0.0,Google Ads,Generic Search,2,April,Wednesday,2,14,14,False,2,April,Sunday,6,14,6,True,,,,,,,False
7119,U07119,Europe,Desktop,2025-06-24 04:31:00+00:00,2025-07-03 03:31:19+00:00,4,False,,0.0,Organic,SEO Blog,2,June,Tuesday,1,26,4,False,3,July,Thursday,3,27,3,False,,,,,,,False
7120,U07120,Asia Pacific,Tablet,2025-02-12 23:58:42+00:00,2025-03-02 07:58:00+00:00,8,False,,0.0,Facebook Ads,Winter Sale,1,February,Wednesday,2,7,23,False,1,March,Sunday,6,9,7,True,,,,,,,False
7121,U07121,North America,Tablet,2025-04-11 04:31:00+00:00,2025-04-22 07:31:00+00:00,5,False,,0.0,Tiktok Ads,UGC Campaign,2,April,Friday,4,15,4,False,2,April,Tuesday,1,17,7,False,,,,,,,False
7122,U07122,Asia Pacific,Desktop,2025-03-08 07:28:46+00:00,2025-03-17 00:28:00+00:00,4,False,,0.0,Facebook Ads,Winter Sale,1,March,Saturday,5,10,7,True,1,March,Monday,0,12,0,False,,,,,,,False
7123,U07123,North America,Tablet,2025-02-24 18:32:00+00:00,2025-03-05 00:32:59+00:00,6,False,,0.0,Tiktok Ads,Influencer Push,1,February,Monday,0,9,18,False,1,March,Wednesday,2,10,0,False,,,,,,,False
7124,U07124,North America,Desktop,2025-05-28 16:19:28+00:00,2025-06-03 19:19:00+00:00,5,False,,0.0,Google Ads,Competitor Search,2,May,Wednesday,2,22,16,False,2,June,Tuesday,1,23,19,False,,,,,,,False
7125,U07125,Europe,Desktop,2025-02-08 00:49:00+00:00,2025-02-16 15:49:00+00:00,3,False,,0.0,Organic,SEO Blog,1,February,Saturday,5,6,0,True,1,February,Sunday,6,7,15,True,,,,,,,False
7126,U07126,Asia Pacific,Mobile,2025-01-29 14:36:29+00:00,2025-02-06 02:36:00+00:00,4,True,2025-02-06 11:36:29+00:00,665.5,Facebook Ads,Lookalike Audience,1,January,Wednesday,2,5,14,False,1,February,Thursday,3,6,2,False,1.0,February,Thursday,3.0,6,11.0,False
7127,U07127,Asia Pacific,Tablet,2025-05-26 17:35:03+00:00,2025-06-13 13:35:00+00:00,7,False,,0.0,Tiktok Ads,UGC Campaign,2,May,Monday,0,22,17,False,2,June,Friday,4,24,13,False,,,,,,,False
7128,U07128,Asia Pacific,Tablet,2025-02-13 11:26:00+00:00,2025-02-22 15:26:00+00:00,6,True,2025-02-24 12:26:00+00:00,745.69,Organic,Organic Landing,1,February,Thursday,3,7,11,False,1,February,Saturday,5,8,15,True,1.0,February,Monday,0.0,9,12.0,False
7129,U07129,South America,Desktop,2025-04-03 11:24:55+00:00,2025-04-08 02:24:55+00:00,2,False,,0.0,Facebook Ads,Retargeting,2,April,Thursday,3,14,11,False,2,April,Tuesday,1,15,2,False,,,,,,,False
7130,U07130,South America,Desktop,2025-04-19 00:47:00+00:00,2025-05-01 18:47:31+00:00,5,False,,0.0,Facebook Ads,Winter Sale,2,April,Saturday,5,16,0,True,2,May,Thursday,3,18,18,False,,,,,,,False
7131,U07131,Europe,Desktop,2025-02-09 01:37:29+00:00,2025-02-12 10:37:00+00:00,2,False,,0.0,Organic,Organic Landing,1,February,Sunday,6,6,1,True,1,February,Wednesday,2,7,10,False,,,,,,,False
7132,U07132,South America,Desktop,2025-05-17 03:08:00+00:00,2025-05-19 00:08:00+00:00,2,False,,0.0,Facebook Ads,Winter Sale,2,May,Saturday,5,20,3,True,2,May,Monday,0,21,0,False,,,,,,,False
7133,U07133,South America,Tablet,2025-05-26 16:29:16+00:00,2025-06-11 03:29:00+00:00,7,True,2025-06-12 11:29:00+00:00,728.24,Tiktok Ads,Influencer Push,2,May,Monday,0,22,16,False,2,June,Wednesday,2,24,3,False,2.0,June,Thursday,3.0,24,11.0,False
7134,U07134,Europe,Mobile,2025-03-20 13:28:25+00:00,2025-03-29 18:28:00+00:00,5,False,,0.0,Facebook Ads,Winter Sale,1,March,Thursday,3,12,13,False,1,March,Saturday,5,13,18,True,,,,,,,False
7135,U07135,South America,Desktop,2025-04-12 17:57:49+00:00,2025-04-19 14:57:49+00:00,3,False,,0.0,Facebook Ads,Lookalike Audience,2,April,Saturday,5,15,17,True,2,April,Saturday,5,16,14,True,,,,,,,False
7136,U07136,South America,Tablet,2025-03-14 09:28:28+00:00,2025-03-26 05:28:28+00:00,7,False,,0.0,Organic,SEO Blog,1,March,Friday,4,11,9,False,1,March,Wednesday,2,13,5,False,,,,,,,False
7137,U07137,Asia Pacific,Desktop,2025-01-16 13:12:00+00:00,2025-01-26 07:12:14+00:00,4,True,2025-01-24 10:12:00+00:00,278.41,Facebook Ads,Lookalike Audience,1,January,Thursday,3,3,13,False,1,January,Sunday,6,4,7,True,1.0,January,Friday,4.0,4,10.0,False
7138,U07138,Asia Pacific,Desktop,2025-01-17 16:08:00+00:00,2025-01-24 03:08:46+00:00,3,True,2025-01-26 09:08:46+00:00,188.93,Google Ads,Generic Search,1,January,Friday,4,3,16,False,1,January,Friday,4,4,3,False,1.0,January,Sunday,6.0,4,9.0,True
7139,U07139,Asia Pacific,Mobile,2025-02-10 11:14:00+00:00,2025-02-10 16:14:00+00:00,2,True,2025-02-13 07:14:00+00:00,406.43,Facebook Ads,Retargeting,1,February,Monday,0,7,11,False,1,February,Monday,0,7,16,False,1.0,February,Thursday,3.0,7,7.0,False
7140,U07140,South America,Desktop,2025-04-14 04:09:47+00:00,2025-04-23 17:09:00+00:00,5,False,,0.0,Google Ads,Competitor Search,2,April,Monday,0,16,4,False,2,April,Wednesday,2,17,17,False,,,,,,,False
7141,U07141,Europe,Tablet,2025-05-24 22:41:00+00:00,2025-05-30 18:41:07+00:00,6,False,,0.0,Google Ads,Generic Search,2,May,Saturday,5,21,22,True,2,May,Friday,4,22,18,False,,,,,,,False
7142,U07142,Asia Pacific,Tablet,2025-05-03 05:50:13+00:00,2025-05-08 11:50:13+00:00,4,True,2025-05-11 02:50:13+00:00,1016.24,Organic,Organic Landing,2,May,Saturday,5,18,5,True,2,May,Thursday,3,19,11,False,2.0,May,Sunday,6.0,19,2.0,True
7143,U07143,South America,Desktop,2025-06-21 11:16:00+00:00,2025-07-01 07:16:06+00:00,5,True,2025-07-03 19:16:06+00:00,710.89,Tiktok Ads,UGC Campaign,2,June,Saturday,5,25,11,True,3,July,Tuesday,1,27,7,False,3.0,July,Thursday,3.0,27,19.0,False
7144,U07144,Europe,Mobile,2025-06-07 02:27:34+00:00,2025-06-18 03:27:00+00:00,6,False,,0.0,Organic,SEO Blog,2,June,Saturday,5,23,2,True,2,June,Wednesday,2,25,3,False,,,,,,,False
7145,U07145,Asia Pacific,Mobile,2025-02-23 02:30:00+00:00,2025-03-07 03:30:00+00:00,5,True,2025-03-09 11:30:00+00:00,551.14,Facebook Ads,Lookalike Audience,1,February,Sunday,6,8,2,True,1,March,Friday,4,10,3,False,1.0,March,Sunday,6.0,10,11.0,True
7146,U07146,South America,Mobile,2025-04-17 23:17:00+00:00,2025-04-29 01:17:41+00:00,6,False,,0.0,Organic,SEO Blog,2,April,Thursday,3,16,23,False,2,April,Tuesday,1,18,1,False,,,,,,,False
7147,U07147,South America,Desktop,2025-06-01 00:13:00+00:00,2025-06-11 07:13:00+00:00,5,False,,0.0,Organic,SEO Blog,2,June,Sunday,6,22,0,True,2,June,Wednesday,2,24,7,False,,,,,,,False
7148,U07148,North America,Mobile,2025-05-24 07:00:00+00:00,2025-05-29 20:00:00+00:00,4,False,,0.0,Organic,Organic Landing,2,May,Saturday,5,21,7,True,2,May,Thursday,3,22,20,False,,,,,,,False
7149,U07149,North America,Desktop,2025-05-30 07:30:53+00:00,2025-05-31 04:30:53+00:00,2,False,,0.0,Google Ads,Generic Search,2,May,Friday,4,22,7,False,2,May,Saturday,5,22,4,True,,,,,,,False
7150,U07150,Asia Pacific,Desktop,2025-01-26 15:24:58+00:00,2025-02-14 06:24:58+00:00,7,False,,0.0,Tiktok Ads,Awareness Blast,1,January,Sunday,6,4,15,True,1,February,Friday,4,7,6,False,,,,,,,False
7151,U07151,Europe,Desktop,2025-03-20 09:28:00+00:00,2025-03-27 01:28:00+00:00,4,True,2025-03-23 05:28:00+00:00,1024.77,Google Ads,Competitor Search,1,March,Thursday,3,12,9,False,1,March,Thursday,3,13,1,False,1.0,March,Sunday,6.0,12,5.0,True
7152,U07152,North America,Desktop,2025-05-17 22:43:17+00:00,2025-05-30 10:43:17+00:00,7,False,,0.0,Google Ads,Brand Search,2,May,Saturday,5,20,22,True,2,May,Friday,4,22,10,False,,,,,,,False
7153,U07153,North America,Tablet,2025-01-23 20:34:19+00:00,2025-02-13 04:34:19+00:00,9,False,,0.0,Facebook Ads,Winter Sale,1,January,Thursday,3,4,20,False,1,February,Thursday,3,7,4,False,,,,,,,False
7154,U07154,North America,Mobile,2025-02-09 12:04:37+00:00,2025-02-13 10:04:37+00:00,2,False,,0.0,Organic,SEO Blog,1,February,Sunday,6,6,12,True,1,February,Thursday,3,7,10,False,,,,,,,False
7155,U07155,North America,Mobile,2025-02-02 13:00:00+00:00,2025-02-12 12:00:00+00:00,5,False,,0.0,Organic,SEO Blog,1,February,Sunday,6,5,13,True,1,February,Wednesday,2,7,12,False,,,,,,,False
7156,U07156,North America,Tablet,2025-04-13 07:27:00+00:00,2025-04-26 20:27:34+00:00,7,False,,0.0,Google Ads,Competitor Search,2,April,Sunday,6,15,7,True,2,April,Saturday,5,17,20,True,,,,,,,False
7157,U07157,South America,Mobile,2025-06-23 07:59:00+00:00,2025-07-11 07:59:00+00:00,6,False,,0.0,Google Ads,Generic Search,2,June,Monday,0,26,7,False,3,July,Friday,4,28,7,False,,,,,,,False
7158,U07158,Europe,Mobile,2025-01-22 15:56:00+00:00,2025-01-31 06:56:00+00:00,6,True,2025-02-02 19:56:00+00:00,352.25,Google Ads,Brand Search,1,January,Wednesday,2,4,15,False,1,January,Friday,4,5,6,False,1.0,February,Sunday,6.0,5,19.0,True
7159,U07159,Asia Pacific,Mobile,2025-05-04 05:59:00+00:00,2025-05-14 15:59:10+00:00,5,True,2025-05-15 14:59:10+00:00,1037.48,Tiktok Ads,Awareness Blast,2,May,Sunday,6,18,5,True,2,May,Wednesday,2,20,15,False,2.0,May,Thursday,3.0,20,14.0,False
7160,U07160,Europe,Tablet,2025-05-03 09:10:16+00:00,2025-05-16 05:10:00+00:00,5,False,,0.0,Organic,Organic Landing,2,May,Saturday,5,18,9,True,2,May,Friday,4,20,5,False,,,,,,,False
7161,U07161,Europe,Desktop,2025-02-15 13:25:29+00:00,2025-02-22 03:25:29+00:00,3,False,,0.0,Organic,SEO Blog,1,February,Saturday,5,7,13,True,1,February,Saturday,5,8,3,True,,,,,,,False
7162,U07162,Asia Pacific,Desktop,2025-05-05 03:20:15+00:00,2025-05-12 05:20:00+00:00,4,True,2025-05-06 13:20:15+00:00,1195.6,Facebook Ads,Winter Sale,2,May,Monday,0,19,3,False,2,May,Monday,0,20,5,False,2.0,May,Tuesday,1.0,19,13.0,False
7163,U07163,Europe,Mobile,2025-03-25 12:03:00+00:00,2025-04-07 10:03:04+00:00,7,False,,0.0,Facebook Ads,Lookalike Audience,1,March,Tuesday,1,13,12,False,2,April,Monday,0,15,10,False,,,,,,,False
7164,U07164,Europe,Desktop,2025-06-08 09:16:00+00:00,2025-06-23 01:16:29+00:00,5,False,,0.0,Facebook Ads,Lookalike Audience,2,June,Sunday,6,23,9,True,2,June,Monday,0,26,1,False,,,,,,,False
7165,U07165,North America,Desktop,2025-05-25 13:10:00+00:00,2025-06-09 03:10:41+00:00,6,False,,0.0,Facebook Ads,Retargeting,2,May,Sunday,6,21,13,True,2,June,Monday,0,24,3,False,,,,,,,False
7166,U07166,Asia Pacific,Mobile,2025-05-12 17:40:45+00:00,2025-05-15 03:40:45+00:00,2,False,,0.0,Tiktok Ads,Awareness Blast,2,May,Monday,0,20,17,False,2,May,Thursday,3,20,3,False,,,,,,,False
7167,U07167,South America,Desktop,2025-03-08 09:33:14+00:00,2025-03-18 22:33:00+00:00,5,False,,0.0,Google Ads,Generic Search,1,March,Saturday,5,10,9,True,1,March,Tuesday,1,12,22,False,,,,,,,False
7168,U07168,Europe,Mobile,2025-05-13 16:25:00+00:00,2025-05-22 11:25:00+00:00,6,False,,0.0,Organic,Organic Landing,2,May,Tuesday,1,20,16,False,2,May,Thursday,3,21,11,False,,,,,,,False
7169,U07169,South America,Desktop,2025-01-19 04:56:54+00:00,2025-02-01 20:56:00+00:00,6,True,2025-01-29 11:56:54+00:00,1058.27,Google Ads,Competitor Search,1,January,Sunday,6,3,4,True,1,February,Saturday,5,5,20,True,1.0,January,Wednesday,2.0,5,11.0,False
7170,U07170,North America,Tablet,2025-03-07 19:36:00+00:00,2025-03-08 17:36:00+00:00,2,False,,0.0,Google Ads,Brand Search,1,March,Friday,4,10,19,False,1,March,Saturday,5,10,17,True,,,,,,,False
7171,U07171,North America,Desktop,2025-06-18 19:38:15+00:00,2025-06-28 21:38:15+00:00,5,False,,0.0,Google Ads,Generic Search,2,June,Wednesday,2,25,19,False,2,June,Saturday,5,26,21,True,,,,,,,False
7172,U07172,Europe,Mobile,2025-01-17 11:05:00+00:00,2025-01-21 05:05:22+00:00,2,False,,0.0,Google Ads,Brand Search,1,January,Friday,4,3,11,False,1,January,Tuesday,1,4,5,False,,,,,,,False
7173,U07173,North America,Desktop,2025-03-10 05:27:14+00:00,2025-03-31 04:27:14+00:00,7,False,,0.0,Tiktok Ads,Awareness Blast,1,March,Monday,0,11,5,False,1,March,Monday,0,14,4,False,,,,,,,False
7174,U07174,Europe,Tablet,2025-05-17 22:29:21+00:00,2025-05-25 21:29:21+00:00,4,False,,0.0,Tiktok Ads,Awareness Blast,2,May,Saturday,5,20,22,True,2,May,Sunday,6,21,21,True,,,,,,,False
7175,U07175,Asia Pacific,Desktop,2025-01-13 02:02:59+00:00,2025-01-26 10:02:00+00:00,6,False,,0.0,Google Ads,Generic Search,1,January,Monday,0,3,2,False,1,January,Sunday,6,4,10,True,,,,,,,False
7176,U07176,South America,Tablet,2025-02-05 06:46:25+00:00,2025-02-11 20:46:25+00:00,4,False,,0.0,Google Ads,Competitor Search,1,February,Wednesday,2,6,6,False,1,February,Tuesday,1,7,20,False,,,,,,,False
