,customer_key,user_id,region,primary_device,first_touch_date,last_touch_date,total_touchpoints,conversion_flag,conversion_date,customer_lifetime_revenue,acquisition_channel,acquisition_campaign
9148,9149,U09149,South America,Desktop,2025-01-15,2025-01-27,7,False,,0.0,Google Ads,Generic Search
9149,9150,U09150,Europe,Mobile,2025-04-07,2025-04-21,7,False,,0.0,TikTok Ads,Awareness Blast
9150,9151,U09151,North America,Desktop,2025-06-17,2025-07-03,6,False,,0.0,Google Ads,Generic Search
9151,9152,U09152,Asia Pacific,Mobile,2025-03-22,2025-04-06,7,False,,0.0,TikTok Ads,UGC Campaign
9152,9153,U09153,South America,Desktop,2025-04-06,2025-04-08,3,True,2025-04-10,120.44,Google Ads,Brand Search
9153,9154,U09154,North America,Tablet,2025-05-01,2025-05-15,8,False,,0.0,Google Ads,Competitor Search
9154,9155,U09155,South America,Mobile,2025-06-18,2025-06-18,2,False,,0.0,Google Ads,Brand Search
9155,9156,U09156,Asia Pacific,Desktop,2025-04-04,2025-04-19,6,True,2025-04-20,1137.95,Google Ads,Competitor Search
9156,9157,U09157,North America,Tablet,2025-03-23,2025-04-06,5,False,,0.0,TikTok Ads,UGC Campaign
9157,9158,U09158,North America,Desktop,2025-01-02,2025-01-17,7,False,,0.0,Google Ads,Generic Search
9158,9159,U09159,Europe,Tablet,2025-06-05,2025-06-16,5,False,,0.0,Facebook Ads,Lookalike Audience
9159,9160,U09160,North America,Desktop,2025-02-16,2025-02-28,6,False,,0.0,TikTok Ads,Awareness Blast
9160,9161,U09161,Asia Pacific,Mobile,2025-01-08,2025-01-19,5,False,,0.0,TikTok Ads,Influencer Push
9161,9162,U09162,South America,Mobile,2025-06-07,2025-06-07,2,True,2025-06-08,591.09,Facebook Ads,Retargeting
9162,9163,U09163,Europe,Mobile,2025-05-09,2025-05-19,6,False,,0.0,Organic Search,Organic Landing
9163,9164,U09164,North America,Mobile,2025-03-23,2025-04-07,7,True,2025-04-08,1076.41,Google Ads,Competitor Search
9164,9165,U09165,North America,Mobile,2025-03-02,2025-03-11,3,False,,0.0,Google Ads,Generic Search
9165,9166,U09166,Europe,Mobile,2025-03-16,2025-03-23,4,False,,0.0,Google Ads,Brand Search
9166,9167,U09167,South America,Desktop,2025-06-13,2025-06-27,7,False,,0.0,Facebook Ads,Retargeting
9167,9168,U09168,South America,Desktop,2025-05-04,2025-05-20,8,False,,0.0,Google Ads,Generic Search
9168,9169,U09169,North America,Tablet,2025-04-27,2025-05-08,5,False,,0.0,Google Ads,Brand Search
9169,9170,U09170,South America,Desktop,2025-01-08,2025-01-13,2,False,,0.0,Facebook Ads,Lookalike Audience
9170,9171,U09171,Asia Pacific,Desktop,2025-04-21,2025-05-04,5,False,,0.0,Facebook Ads,Winter Sale
9171,9172,U09172,North America,Desktop,2025-03-16,2025-03-26,3,False,,0.0,Google Ads,Brand Search
9172,9173,U09173,Europe,Mobile,2025-06-08,2025-06-16,5,False,,0.0,Google Ads,Generic Search
9173,9174,U09174,Asia Pacific,Desktop,2025-02-28,2025-03-03,3,False,,0.0,TikTok Ads,UGC Campaign
9174,9175,U09175,Europe,Desktop,2025-03-29,2025-03-29,2,False,,0.0,Google Ads,Generic Search
9175,9176,U09176,Asia Pacific,Tablet,2025-04-14,2025-04-19,3,False,,0.0,Google Ads,Competitor Search
9176,9177,U09177,Europe,Mobile,2025-02-08,2025-02-22,6,False,,0.0,Google Ads,Generic Search
9177,9178,U09178,North America,Desktop,2025-01-03,2025-01-16,6,False,,0.0,Organic Search,Organic Landing
9178,9179,U09179,North America,Desktop,2025-01-24,2025-01-31,4,False,,0.0,Google Ads,Generic Search
9179,9180,U09180,South America,Mobile,2025-03-19,2025-04-01,6,False,,0.0,Organic Search,SEO Blog
9180,9181,U09181,North America,Desktop,2025-04-18,2025-04-25,4,False,,0.0,TikTok Ads,UGC Campaign
9181,9182,U09182,North America,Tablet,2025-02-19,2025-02-28,4,False,,0.0,Google Ads,Brand Search
9182,9183,U09183,South America,Tablet,2025-05-26,2025-06-10,7,False,,0.0,Google Ads,Competitor Search
9183,9184,U09184,North America,Mobile,2025-04-13,2025-04-27,7,False,,0.0,Google Ads,Competitor Search
9184,9185,U09185,North America,Mobile,2025-05-09,2025-05-10,2,False,,0.0,Facebook Ads,Retargeting
9185,9186,U09186,North America,Tablet,2025-01-21,2025-01-26,3,True,2025-01-24,844.97,Google Ads,Competitor Search
9186,9187,U09187,Europe,Mobile,2025-01-01,2025-01-05,3,False,,0.0,TikTok Ads,Awareness Blast
9187,9188,U09188,Europe,Desktop,2025-04-13,2025-04-25,6,False,,0.0,TikTok Ads,Influencer Push
9188,9189,U09189,Asia Pacific,Desktop,2025-03-05,2025-03-15,5,False,,0.0,Facebook Ads,Retargeting
9189,9190,U09190,Asia Pacific,Desktop,2025-02-25,2025-03-09,5,False,,0.0,Facebook Ads,Winter Sale
9190,9191,U09191,South America,Desktop,2025-06-10,2025-06-26,7,True,2025-06-26,1102.73,TikTok Ads,Awareness Blast
9191,9192,U09192,North America,Tablet,2025-05-13,2025-05-22,4,True,2025-05-23,197.27,Organic Search,SEO Blog
9192,9193,U09193,South America,Tablet,2025-02-18,2025-02-24,3,False,,0.0,Facebook Ads,Lookalike Audience
9193,9194,U09194,North America,Tablet,2025-03-25,2025-04-08,6,False,,0.0,Organic Search,SEO Blog
9194,9195,U09195,Europe,Mobile,2025-06-07,2025-06-18,5,False,,0.0,Organic Search,SEO Blog
9195,9196,U09196,Europe,Tablet,2025-04-19,2025-04-26,3,False,,0.0,Facebook Ads,Lookalike Audience
9196,9197,U09197,North America,Mobile,2025-03-22,2025-04-05,7,False,,0.0,Facebook Ads,Lookalike Audience
9197,9198,U09198,South America,Desktop,2025-01-06,2025-01-13,4,False,,0.0,Google Ads,Brand Search
9198,9199,U09199,North America,Desktop,2025-05-12,2025-05-20,4,False,,0.0,Google Ads,Generic Search
9199,9200,U09200,Europe,Mobile,2025-06-07,2025-06-19,5,False,,0.0,Google Ads,Brand Search
9200,9201,U09201,Asia Pacific,Tablet,2025-02-24,2025-03-04,4,False,,0.0,Google Ads,Brand Search
9201,9202,U09202,South America,Desktop,2025-01-08,2025-01-12,3,False,,0.0,Google Ads,Brand Search
9202,9203,U09203,Europe,Tablet,2025-06-01,2025-06-14,6,False,,0.0,Facebook Ads,Winter Sale
9203,9204,U09204,Europe,Desktop,2025-04-09,2025-04-12,4,False,,0.0,Organic Search,Organic Landing
9204,9205,U09205,North America,Mobile,2025-02-11,2025-03-06,7,False,,0.0,Facebook Ads,Winter Sale
9205,9206,U09206,South America,Tablet,2025-02-06,2025-02-12,3,False,,0.0,TikTok Ads,UGC Campaign
9206,9207,U09207,South America,Tablet,2025-04-21,2025-04-26,2,False,,0.0,Google Ads,Competitor Search
9207,9208,U09208,Europe,Mobile,2025-04-08,2025-04-24,7,True,2025-04-25,963.95,TikTok Ads,Awareness Blast
9208,9209,U09209,Europe,Tablet,2025-05-04,2025-05-12,5,False,,0.0,Google Ads,Generic Search
9209,9210,U09210,North America,Mobile,2025-03-11,2025-03-14,3,False,,0.0,Organic Search,SEO Blog
9210,9211,U09211,North America,Desktop,2025-05-07,2025-05-19,7,False,,0.0,Facebook Ads,Winter Sale
9211,9212,U09212,South America,Tablet,2025-04-13,2025-04-18,4,False,,0.0,TikTok Ads,Influencer Push
9212,9213,U09213,Asia Pacific,Desktop,2025-06-07,2025-06-22,6,True,2025-06-25,820.19,Google Ads,Competitor Search
9213,9214,U09214,North America,Mobile,2025-06-16,2025-06-24,4,True,2025-06-24,543.75,TikTok Ads,Awareness Blast
9214,9215,U09215,North America,Tablet,2025-01-08,2025-01-17,6,False,,0.0,Organic Search,Organic Landing
9215,9216,U09216,South America,Mobile,2025-06-05,2025-06-11,4,False,,0.0,Facebook Ads,Winter Sale
9216,9217,U09217,North America,Tablet,2025-05-15,2025-05-26,7,False,,0.0,TikTok Ads,Awareness Blast
9217,9218,U09218,South America,Tablet,2025-06-17,2025-06-24,4,False,,0.0,Organic Search,Organic Landing
9218,9219,U09219,North America,Tablet,2025-06-07,2025-06-08,2,False,,0.0,TikTok Ads,UGC Campaign
9219,9220,U09220,Europe,Desktop,2025-04-23,2025-05-10,5,False,,0.0,TikTok Ads,Awareness Blast
9220,9221,U09221,South America,Tablet,2025-03-17,2025-03-23,3,False,,0.0,Facebook Ads,Lookalike Audience
9221,9222,U09222,Europe,Tablet,2025-05-09,2025-05-21,5,False,,0.0,Facebook Ads,Lookalike Audience
9222,9223,U09223,South America,Desktop,2025-05-05,2025-05-15,5,True,2025-05-15,986.23,Organic Search,Organic Landing
9223,9224,U09224,Asia Pacific,Tablet,2025-04-10,2025-04-13,2,False,,0.0,Facebook Ads,Winter Sale
9224,9225,U09225,South America,Mobile,2025-06-02,2025-06-11,3,False,,0.0,Google Ads,Competitor Search
9225,9226,U09226,Europe,Desktop,2025-04-29,2025-05-15,6,False,,0.0,Organic Search,SEO Blog
9226,9227,U09227,North America,Tablet,2025-03-21,2025-04-07,7,False,,0.0,TikTok Ads,Influencer Push
9227,9228,U09228,South America,Tablet,2025-01-13,2025-01-16,3,False,,0.0,Google Ads,Competitor Search
9228,9229,U09229,North America,Desktop,2025-01-13,2025-01-15,2,False,,0.0,TikTok Ads,Awareness Blast
9229,9230,U09230,North America,Desktop,2025-03-09,2025-03-13,3,False,,0.0,Organic Search,Organic Landing
9230,9231,U09231,Asia Pacific,Tablet,2025-06-17,2025-06-23,5,False,,0.0,Facebook Ads,Lookalike Audience
9231,9232,U09232,South America,Tablet,2025-03-26,2025-04-13,7,True,2025-04-13,961.57,Google Ads,Generic Search
9232,9233,U09233,Europe,Tablet,2025-04-11,2025-04-25,5,True,2025-04-28,784.64,Organic Search,Organic Landing
9233,9234,U09234,North America,Tablet,2025-06-02,2025-06-09,3,False,,0.0,TikTok Ads,Awareness Blast
9234,9235,U09235,Europe,Desktop,2025-02-08,2025-02-10,3,True,2025-02-12,1075.86,Facebook Ads,Lookalike Audience
9235,9236,U09236,North America,Tablet,2025-04-06,2025-04-15,3,False,,0.0,TikTok Ads,Awareness Blast
9236,9237,U09237,Europe,Tablet,2025-06-17,2025-07-01,7,False,,0.0,TikTok Ads,Awareness Blast
9237,9238,U09238,North America,Mobile,2025-03-22,2025-04-02,6,False,,0.0,Organic Search,Organic Landing
9238,9239,U09239,North America,Mobile,2025-05-04,2025-05-12,5,False,,0.0,TikTok Ads,Influencer Push
9239,9240,U09240,Asia Pacific,Tablet,2025-04-14,2025-04-29,7,False,,0.0,Google Ads,Competitor Search
9240,9241,U09241,North America,Desktop,2025-02-25,2025-03-15,7,False,,0.0,Facebook Ads,Winter Sale
9241,9242,U09242,Asia Pacific,Desktop,2025-04-03,2025-04-17,7,False,,0.0,TikTok Ads,UGC Campaign
9242,9243,U09243,Asia Pacific,Mobile,2025-02-12,2025-02-19,3,False,,0.0,TikTok Ads,Awareness Blast
9243,9244,U09244,South America,Tablet,2025-02-15,2025-02-25,4,False,,0.0,Facebook Ads,Retargeting
9244,9245,U09245,Europe,Mobile,2025-03-05,2025-03-12,4,False,,0.0,Google Ads,Competitor Search
9245,9246,U09246,South America,Tablet,2025-06-23,2025-06-30,5,False,,0.0,Facebook Ads,Retargeting
9246,9247,U09247,Asia Pacific,Mobile,2025-03-17,2025-03-22,2,False,,0.0,Google Ads,Generic Search
9247,9248,U09248,Europe,Desktop,2025-04-28,2025-05-02,4,False,,0.0,Facebook Ads,Lookalike Audience
9248,9249,U09249,Asia Pacific,Desktop,2025-03-28,2025-03-29,3,True,2025-04-01,628.38,Organic Search,Organic Landing
9249,9250,U09250,Asia Pacific,Tablet,2025-01-17,2025-01-23,4,False,,0.0,Facebook Ads,Winter Sale
9250,9251,U09251,North America,Tablet,2025-04-18,2025-04-23,4,False,,0.0,Organic Search,SEO Blog
9251,9252,U09252,Asia Pacific,Mobile,2025-05-16,2025-05-26,4,True,2025-05-23,199.2,Facebook Ads,Winter Sale
9252,9253,U09253,North America,Tablet,2025-05-27,2025-06-15,7,False,,0.0,TikTok Ads,UGC Campaign
9253,9254,U09254,North America,Tablet,2025-04-16,2025-04-30,6,True,2025-05-03,826.39,TikTok Ads,UGC Campaign
9254,9255,U09255,North America,Tablet,2025-04-28,2025-05-03,4,False,,0.0,Organic Search,SEO Blog
9255,9256,U09256,Asia Pacific,Mobile,2025-06-19,2025-07-04,7,False,,0.0,TikTok Ads,UGC Campaign
9256,9257,U09257,Europe,Mobile,2025-04-17,2025-04-19,2,True,2025-04-19,403.4,Google Ads,Brand Search
9257,9258,U09258,Europe,Mobile,2025-03-15,2025-03-28,6,True,2025-03-30,624.6,Facebook Ads,Retargeting
9258,9259,U09259,North America,Desktop,2025-01-31,2025-02-12,7,True,2025-02-11,837.63,Facebook Ads,Winter Sale
9259,9260,U09260,Asia Pacific,Desktop,2025-01-17,2025-02-04,8,False,,0.0,Google Ads,Brand Search
9260,9261,U09261,South America,Desktop,2025-04-04,2025-04-04,2,False,,0.0,TikTok Ads,Influencer Push
9261,9262,U09262,Europe,Tablet,2025-01-23,2025-01-28,4,False,,0.0,Facebook Ads,Lookalike Audience
9262,9263,U09263,South America,Tablet,2025-02-28,2025-03-21,7,True,2025-03-18,772.21,TikTok Ads,Influencer Push
9263,9264,U09264,South America,Desktop,2025-05-15,2025-05-16,2,False,,0.0,Facebook Ads,Winter Sale
9264,9265,U09265,Asia Pacific,Mobile,2025-06-10,2025-06-10,2,False,,0.0,TikTok Ads,UGC Campaign
9265,9266,U09266,Asia Pacific,Tablet,2025-04-18,2025-04-21,2,False,,0.0,Facebook Ads,Lookalike Audience
9266,9267,U09267,North America,Tablet,2025-02-27,2025-03-03,3,False,,0.0,Organic Search,Organic Landing
9267,9268,U09268,Asia Pacific,Mobile,2025-05-18,2025-05-23,2,False,,0.0,Facebook Ads,Winter Sale
9268,9269,U09269,North America,Tablet,2025-05-04,2025-05-09,4,False,,0.0,TikTok Ads,Awareness Blast
9269,9270,U09270,Asia Pacific,Tablet,2025-05-09,2025-05-22,6,False,,0.0,Organic Search,Organic Landing
9270,9271,U09271,North America,Desktop,2025-01-19,2025-02-02,7,False,,0.0,TikTok Ads,Influencer Push
9271,9272,U09272,North America,Mobile,2025-06-21,2025-06-24,3,False,,0.0,Google Ads,Generic Search
9272,9273,U09273,North America,Tablet,2025-05-25,2025-06-04,5,False,,0.0,Organic Search,SEO Blog
9273,9274,U09274,Asia Pacific,Tablet,2025-05-29,2025-06-09,4,False,,0.0,TikTok Ads,UGC Campaign
9274,9275,U09275,North America,Tablet,2025-06-12,2025-07-03,7,True,2025-07-03,428.71,Facebook Ads,Lookalike Audience
9275,9276,U09276,Europe,Mobile,2025-01-29,2025-02-10,7,False,,0.0,TikTok Ads,UGC Campaign
9276,9277,U09277,Europe,Desktop,2025-03-01,2025-03-15,6,False,,0.0,Organic Search,Organic Landing
9277,9278,U09278,Asia Pacific,Mobile,2025-05-08,2025-05-13,4,False,,0.0,Organic Search,SEO Blog
9278,9279,U09279,Europe,Desktop,2025-02-06,2025-02-19,7,False,,0.0,TikTok Ads,UGC Campaign
9279,9280,U09280,South America,Tablet,2025-03-02,2025-03-04,2,False,,0.0,Facebook Ads,Retargeting
9280,9281,U09281,Asia Pacific,Desktop,2025-04-01,2025-04-02,2,False,,0.0,Facebook Ads,Retargeting
9281,9282,U09282,North America,Desktop,2025-01-22,2025-01-28,5,True,2025-01-31,819.34,TikTok Ads,Awareness Blast
9282,9283,U09283,North America,Tablet,2025-06-17,2025-06-26,5,False,,0.0,Google Ads,Generic Search
9283,9284,U09284,Europe,Mobile,2025-04-05,2025-04-23,6,True,2025-04-25,1042.15,TikTok Ads,Influencer Push
9284,9285,U09285,Asia Pacific,Mobile,2025-01-26,2025-02-04,6,False,,0.0,Organic Search,Organic Landing
9285,9286,U09286,Europe,Tablet,2025-05-25,2025-05-30,2,False,,0.0,Facebook Ads,Lookalike Audience
9286,9287,U09287,South America,Mobile,2025-03-21,2025-04-01,4,False,,0.0,TikTok Ads,UGC Campaign
9287,9288,U09288,Europe,Desktop,2025-03-09,2025-03-20,7,False,,0.0,Google Ads,Generic Search
9288,9289,U09289,North America,Tablet,2025-02-05,2025-02-10,2,False,,0.0,Organic Search,SEO Blog
9289,9290,U09290,Asia Pacific,Mobile,2025-01-16,2025-01-26,6,False,,0.0,Organic Search,Organic Landing
9290,9291,U09291,Europe,Tablet,2025-01-03,2025-01-11,4,False,,0.0,Google Ads,Brand Search
9291,9292,U09292,Europe,Tablet,2025-05-27,2025-06-05,6,True,2025-06-08,941.84,Facebook Ads,Winter Sale
9292,9293,U09293,Europe,Desktop,2025-03-05,2025-03-20,7,False,,0.0,Organic Search,Organic Landing
9293,9294,U09294,Asia Pacific,Desktop,2025-05-19,2025-05-30,7,False,,0.0,Organic Search,Organic Landing
9294,9295,U09295,Europe,Desktop,2025-06-05,2025-06-12,4,False,,0.0,Google Ads,Generic Search
9295,9296,U09296,Asia Pacific,Desktop,2025-02-13,2025-02-25,5,False,,0.0,Facebook Ads,Winter Sale
9296,9297,U09297,South America,Tablet,2025-04-20,2025-04-22,2,False,,0.0,Google Ads,Competitor Search
9297,9298,U09298,Asia Pacific,Mobile,2025-06-02,2025-06-22,6,False,,0.0,Facebook Ads,Retargeting
9298,9299,U09299,North America,Tablet,2025-04-27,2025-05-10,6,True,2025-05-12,164.37,Facebook Ads,Winter Sale
9299,9300,U09300,Asia Pacific,Tablet,2025-01-17,2025-01-19,2,False,,0.0,TikTok Ads,Awareness Blast
9300,9301,U09301,South America,Mobile,2025-02-28,2025-03-23,7,False,,0.0,Google Ads,Brand Search
9301,9302,U09302,South America,Mobile,2025-05-01,2025-05-17,8,False,,0.0,Google Ads,Generic Search
9302,9303,U09303,Asia Pacific,Tablet,2025-02-03,2025-02-13,6,False,,0.0,Facebook Ads,Lookalike Audience
9303,9304,U09304,South America,Tablet,2025-01-09,2025-01-10,3,False,,0.0,TikTok Ads,Influencer Push
9304,9305,U09305,South America,Tablet,2025-02-01,2025-02-05,4,False,,0.0,Google Ads,Brand Search
9305,9306,U09306,North America,Desktop,2025-03-13,2025-03-18,3,False,,0.0,Facebook Ads,Lookalike Audience
9306,9307,U09307,Asia Pacific,Mobile,2025-05-09,2025-05-16,6,False,,0.0,Organic Search,Organic Landing
9307,9308,U09308,Asia Pacific,Desktop,2025-06-03,2025-06-09,3,False,,0.0,Facebook Ads,Winter Sale
9308,9309,U09309,Asia Pacific,Desktop,2025-05-13,2025-05-28,7,True,2025-05-24,1166.94,Facebook Ads,Winter Sale
9309,9310,U09310,North America,Mobile,2025-04-30,2025-05-11,6,False,,0.0,Google Ads,Generic Search
9310,9311,U09311,South America,Desktop,2025-04-29,2025-05-08,5,False,,0.0,Organic Search,Organic Landing
9311,9312,U09312,North America,Tablet,2025-02-24,2025-02-25,2,True,2025-02-26,912.33,TikTok Ads,Awareness Blast
9312,9313,U09313,South America,Mobile,2025-01-20,2025-01-30,5,False,,0.0,Google Ads,Brand Search
9313,9314,U09314,North America,Mobile,2025-01-07,2025-01-16,5,False,,0.0,Google Ads,Competitor Search
9314,9315,U09315,Asia Pacific,Mobile,2025-04-27,2025-05-06,5,False,,0.0,Facebook Ads,Winter Sale
9315,9316,U09316,Europe,Mobile,2025-03-12,2025-03-14,2,False,,0.0,TikTok Ads,UGC Campaign
9316,9317,U09317,North America,Desktop,2025-05-20,2025-05-25,2,False,,0.0,Facebook Ads,Lookalike Audience
9317,9318,U09318,Europe,Tablet,2025-02-16,2025-03-01,5,False,,0.0,Facebook Ads,Winter Sale
9318,9319,U09319,Europe,Desktop,2025-01-25,2025-02-03,6,True,2025-01-30,805.17,Facebook Ads,Retargeting
9319,9320,U09320,Asia Pacific,Tablet,2025-01-29,2025-02-06,5,False,,0.0,Facebook Ads,Retargeting
9320,9321,U09321,South America,Tablet,2025-05-11,2025-06-03,7,False,,0.0,TikTok Ads,Influencer Push
9321,9322,U09322,Asia Pacific,Tablet,2025-04-08,2025-04-13,4,True,2025-04-12,955.19,Organic Search,Organic Landing
9322,9323,U09323,North America,Desktop,2025-02-10,2025-02-14,3,False,,0.0,Facebook Ads,Retargeting
9323,9324,U09324,North America,Mobile,2025-04-28,2025-05-02,2,False,,0.0,Organic Search,Organic Landing
9324,9325,U09325,South America,Mobile,2025-03-02,2025-03-14,6,False,,0.0,Google Ads,Generic Search
9325,9326,U09326,Asia Pacific,Tablet,2025-06-18,2025-06-27,3,False,,0.0,Facebook Ads,Retargeting
9326,9327,U09327,South America,Mobile,2025-01-06,2025-01-20,6,False,,0.0,TikTok Ads,Awareness Blast
9327,9328,U09328,South America,Mobile,2025-05-10,2025-05-30,6,False,,0.0,Google Ads,Competitor Search
9328,9329,U09329,Europe,Desktop,2025-01-09,2025-01-20,5,False,,0.0,TikTok Ads,Awareness Blast
9329,9330,U09330,Asia Pacific,Mobile,2025-04-06,2025-04-11,4,False,,0.0,TikTok Ads,UGC Campaign
9330,9331,U09331,South America,Tablet,2025-01-09,2025-01-19,5,False,,0.0,Google Ads,Brand Search
9331,9332,U09332,South America,Mobile,2025-06-23,2025-06-28,3,False,,0.0,Google Ads,Generic Search
9332,9333,U09333,North America,Mobile,2025-06-04,2025-06-09,2,False,,0.0,Google Ads,Competitor Search
9333,9334,U09334,Europe,Desktop,2025-03-04,2025-03-08,2,False,,0.0,Google Ads,Generic Search
9334,9335,U09335,South America,Tablet,2025-06-10,2025-06-26,6,False,,0.0,Organic Search,Organic Landing
9335,9336,U09336,South America,Desktop,2025-05-20,2025-05-25,4,True,2025-05-26,464.09,Organic Search,SEO Blog
9336,9337,U09337,Europe,Desktop,2025-02-28,2025-03-08,4,False,,0.0,Google Ads,Brand Search
9337,9338,U09338,North America,Tablet,2025-04-23,2025-05-12,8,False,,0.0,Facebook Ads,Retargeting
9338,9339,U09339,Asia Pacific,Mobile,2025-03-28,2025-04-05,4,False,,0.0,Organic Search,Organic Landing
9339,9340,U09340,Europe,Desktop,2025-03-24,2025-04-03,6,True,2025-04-05,512.97,Organic Search,SEO Blog
9340,9341,U09341,North America,Tablet,2025-06-12,2025-06-15,4,True,2025-06-18,1173.98,Facebook Ads,Winter Sale
9341,9342,U09342,South America,Tablet,2025-05-10,2025-05-16,4,False,,0.0,Facebook Ads,Lookalike Audience
9342,9343,U09343,North America,Tablet,2025-05-24,2025-06-04,6,False,,0.0,Organic Search,SEO Blog
9343,9344,U09344,North America,Mobile,2025-03-20,2025-04-06,7,True,2025-04-07,686.31,Google Ads,Competitor Search
9344,9345,U09345,Asia Pacific,Desktop,2025-01-13,2025-01-22,5,False,,0.0,Google Ads,Brand Search
9345,9346,U09346,Asia Pacific,Mobile,2025-01-03,2025-01-10,5,False,,0.0,Facebook Ads,Lookalike Audience
9346,9347,U09347,Europe,Mobile,2025-03-25,2025-03-31,3,True,2025-03-28,840.46,Facebook Ads,Lookalike Audience
9347,9348,U09348,North America,Desktop,2025-03-23,2025-03-25,2,True,2025-03-27,1110.28,Organic Search,SEO Blog
9348,9349,U09349,Asia Pacific,Mobile,2025-01-28,2025-01-30,2,True,2025-01-31,889.5,Organic Search,Organic Landing
9349,9350,U09350,Asia Pacific,Tablet,2025-04-10,2025-05-01,7,False,,0.0,TikTok Ads,UGC Campaign
9350,9351,U09351,Asia Pacific,Tablet,2025-05-28,2025-06-06,5,False,,0.0,Google Ads,Generic Search
9351,9352,U09352,North America,Tablet,2025-01-30,2025-02-02,3,False,,0.0,TikTok Ads,Awareness Blast
9352,9353,U09353,North America,Mobile,2025-05-23,2025-05-28,3,False,,0.0,Organic Search,SEO Blog
9353,9354,U09354,South America,Mobile,2025-06-09,2025-06-15,4,False,,0.0,Google Ads,Generic Search
9354,9355,U09355,South America,Mobile,2025-04-16,2025-04-27,5,False,,0.0,Organic Search,SEO Blog
9355,9356,U09356,North America,Desktop,2025-04-16,2025-04-30,8,False,,0.0,TikTok Ads,UGC Campaign
9356,9357,U09357,North America,Mobile,2025-01-12,2025-01-19,3,False,,0.0,TikTok Ads,Awareness Blast
9357,9358,U09358,South America,Mobile,2025-06-20,2025-06-21,2,False,,0.0,Organic Search,SEO Blog
9358,9359,U09359,South America,Desktop,2025-06-17,2025-06-18,3,False,,0.0,TikTok Ads,Influencer Push
9359,9360,U09360,Asia Pacific,Desktop,2025-02-07,2025-02-22,7,False,,0.0,TikTok Ads,Influencer Push
9360,9361,U09361,South America,Tablet,2025-02-28,2025-03-02,2,True,2025-03-04,202.29,Facebook Ads,Winter Sale
9361,9362,U09362,Asia Pacific,Tablet,2025-05-24,2025-06-03,6,False,,0.0,Facebook Ads,Winter Sale
9362,9363,U09363,Europe,Mobile,2025-04-13,2025-04-18,3,False,,0.0,Facebook Ads,Retargeting
9363,9364,U09364,South America,Mobile,2025-02-21,2025-03-05,5,False,,0.0,Organic Search,SEO Blog
9364,9365,U09365,Europe,Tablet,2025-01-18,2025-02-02,5,False,,0.0,Organic Search,Organic Landing
9365,9366,U09366,Europe,Mobile,2025-03-20,2025-03-25,2,False,,0.0,Facebook Ads,Retargeting
9366,9367,U09367,South America,Mobile,2025-06-05,2025-06-14,6,False,,0.0,Google Ads,Brand Search
9367,9368,U09368,Asia Pacific,Mobile,2025-06-17,2025-06-17,2,True,2025-06-17,120.14,Organic Search,Organic Landing
9368,9369,U09369,South America,Tablet,2025-04-07,2025-04-08,4,True,2025-04-09,488.66,Facebook Ads,Retargeting
9369,9370,U09370,South America,Desktop,2025-01-02,2025-01-16,7,False,,0.0,Google Ads,Brand Search
9370,9371,U09371,South America,Tablet,2025-05-03,2025-05-13,4,True,2025-05-15,1183.4,Facebook Ads,Winter Sale
9371,9372,U09372,South America,Tablet,2025-05-16,2025-05-17,2,False,,0.0,Facebook Ads,Lookalike Audience
9372,9373,U09373,North America,Mobile,2025-04-02,2025-04-11,3,False,,0.0,Facebook Ads,Lookalike Audience
9373,9374,U09374,South America,Desktop,2025-02-15,2025-02-21,3,True,2025-02-22,923.21,Organic Search,Organic Landing
9374,9375,U09375,Asia Pacific,Mobile,2025-06-02,2025-06-07,3,False,,0.0,Facebook Ads,Winter Sale
9375,9376,U09376,Asia Pacific,Tablet,2025-06-09,2025-06-11,3,False,,0.0,Google Ads,Generic Search
9376,9377,U09377,Europe,Desktop,2025-03-02,2025-03-03,2,False,,0.0,Facebook Ads,Lookalike Audience
9377,9378,U09378,South America,Desktop,2025-05-09,2025-05-16,5,False,,0.0,Organic Search,SEO Blog
9378,9379,U09379,South America,Desktop,2025-06-07,2025-06-17,6,False,,0.0,Organic Search,Organic Landing
9379,9380,U09380,North America,Mobile,2025-02-05,2025-02-18,6,False,,0.0,Google Ads,Brand Search
9380,9381,U09381,North America,Desktop,2025-02-16,2025-03-05,7,False,,0.0,Facebook Ads,Retargeting
9381,9382,U09382,Europe,Tablet,2025-05-08,2025-05-15,5,False,,0.0,Organic Search,Organic Landing
9382,9383,U09383,Asia Pacific,Mobile,2025-05-24,2025-05-29,3,False,,0.0,Google Ads,Generic Search
9383,9384,U09384,South America,Desktop,2025-01-26,2025-02-13,6,True,2025-02-15,1064.63,TikTok Ads,UGC Campaign
9384,9385,U09385,Asia Pacific,Mobile,2025-06-24,2025-06-30,3,False,,0.0,Facebook Ads,Winter Sale
9385,9386,U09386,Europe,Tablet,2025-02-28,2025-03-08,6,False,,0.0,Facebook Ads,Lookalike Audience
9386,9387,U09387,North America,Desktop,2025-04-05,2025-04-16,7,False,,0.0,Google Ads,Brand Search
9387,9388,U09388,South America,Tablet,2025-02-13,2025-02-19,3,False,,0.0,Google Ads,Competitor Search
9388,9389,U09389,South America,Desktop,2025-04-06,2025-04-16,4,False,,0.0,TikTok Ads,UGC Campaign
